rva	size	similarity	margin	zh_symbol	zh_source
0x00736B60	1313	0.60	0.37	?addTree@W3DTreeBuffer@@QAEXW4DrawableID@@UCoord3D@@MMMPBVW3DTreeDrawModuleData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DTreeBuffer.cpp
0x0073AD70	277	0.78	0.78	?drawTerrainNormal@@YAXPAVDrawable@@PAX@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DView.cpp
0x0073BB10	544	0.96	0.96	?iterateDrawablesInRegion@W3DView@@UAEHPAUIRegion2D@@P6A_NPAVDrawable@@PAX@Z2@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DView.cpp
0x0073FF30	497	0.85	0.16	?cameraModLookToward@W3DView@@UAEXPAUCoord3D@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DView.cpp
0x00740CF0	496	0.90	0.90	?calcCameraConstraints@W3DView@@AAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DView.cpp
0x00743180	743	0.82	0.36	?lookAt@W3DView@@UAEXPBUCoord3D@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DView.cpp
0x00743860	676	0.82	0.36	?rotateCameraOneFrame@W3DView@@AAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DView.cpp
0x00747670	202	1.00	1.00	?setDrawOrg@WorldHeightMap@@QAE_NHH@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/WorldHeightMap.cpp
0x0074BBB0	270	0.84	0.84	?readTexClass@WorldHeightMap@@IAEXPAUTXTextureClass@@PAPAVTileData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/WorldHeightMap.cpp
0x0074C4F0	324	0.63	0.63	?getFlatTexture@WorldHeightMap@@QAEPAVTerrainTextureClass@@HHHH@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/WorldHeightMap.cpp
0x00757E70	982	0.81	0.81	??0W3DLaserDraw@@QAE@PAVThing@@PBVModuleData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DLaserDraw.cpp
0x00758EF0	663	0.89	0.57	?doDrawModule@W3DPoliceCarDraw@@UAEXPBVMatrix3D@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DPoliceCarDraw.cpp
0x0075A990	587	0.94	0.94	?buildSegments@W3DRopeDraw@@AAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DRopeDraw.cpp
0x0075BCC0	160	0.61	0.61	?disableUVAnimations@@YAXPAVRenderObjClass@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameLogic/W3DGhostObject.cpp
0x0075F400	823	0.84	0.84	?handleClientTurretPositioning@W3DModelDraw@@IAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp
0x0075F810	705	0.86	0.86	?handleClientRecoil@W3DModelDraw@@IAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp
0x007603A0	478	0.93	0.93	?handleWeaponFireFX@W3DModelDraw@@UAE_NW4WeaponSlotType@@HPBVFXList@@MPBUCoord3D@@M@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp
0x007626F0	363	0.76	0.76	?allocateShadows@W3DModelDraw@@UAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp
0x0076F9E0	1603	0.81	0.81	?validateWeaponBarrelInfo@ModelConditionInfo@@ABEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp
0x00770FA0	264	0.96	0.44	?rebuildWeaponRecoilInfo@W3DModelDraw@@AAEXPBUModelConditionInfo@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp
0x00775760	1036	0.86	0.40	?getPristineBonePositionsForConditionState@W3DModelDraw@@UBEHABV?$BitFlags@$0HF@@@PBDHPAUCoord3D@@PAVMatrix3D@@H@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp
0x0077E690	788	0.83	0.83	?doDrawModule@W3DTankDraw@@UAEXPBVMatrix3D@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DTankDraw.cpp
0x007897D0	184	0.78	0.02	??1W3DParticleSystemManager@@UAE@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/W3DParticleSys.cpp
0x0078D410	557	0.95	0.50	?W3DGameWinDefaultDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/W3DGameWindow.cpp
0x0078FDE0	274	0.94	0.01	?drawCheckBoxText@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DCheckBox.cpp
0x0078FF40	546	1.00	0.31	?W3DGadgetCheckBoxDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DCheckBox.cpp
0x007901F0	223	1.00	1.00	?W3DGadgetCheckBoxImageDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DCheckBox.cpp
0x00791210	998	0.91	0.32	?W3DGadgetHorizontalSliderImageDrawA@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DHorizontalSlider.cpp
0x00791730	1380	0.90	0.90	?W3DGadgetHorizontalSliderImageDrawB@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DHorizontalSlider.cpp
0x007921E0	293	0.79	0.79	?drawHiliteBar@@YAXPBVImage@@000HHHH@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DListBox.cpp
0x00793260	553	0.92	0.37	?W3DGadgetProgressBarDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DProgressBar.cpp
0x00793520	203	0.99	0.99	?W3DGadgetProgressBarImageDrawA@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DProgressBar.cpp
0x00794120	1314	0.85	0.00	?W3DMainMenuButtonDropShadowDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/GUICallbacks/W3DMainMenu.cpp
0x00794790	719	0.70	0.04	?PushButtonImageDrawThree@@YAXPAVGameWindow@@H@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/GameClient/GUI/GameWindowTransitionsStyles.cpp
0x00796310	289	0.92	0.04	?drawRadioButtonText@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DRadioButton.cpp
0x00796480	519	1.00	0.31	?W3DGadgetRadioButtonDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DRadioButton.cpp
0x00796710	539	0.95	0.36	?W3DGadgetRadioButtonImageDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DRadioButton.cpp
0x00796BA0	346	0.92	0.17	?drawStaticTextText@@YAXPAVGameWindow@@PAVWinInstanceData@@HH@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DStaticText.cpp
0x00798F30	495	0.94	0.31	?W3DGadgetTextEntryDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DTextEntry.cpp
0x007991A0	860	0.93	0.20	?W3DGadgetTextEntryImageDraw@@YAXPAVGameWindow@@PAVWinInstanceData@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/GUI/Gadget/W3DTextEntry.cpp
0x007ABAA0	2200	0.77	0.52	?render@WaterTracksObj@@QAEHPAVDX8VertexBufferClass@@H@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Water/W3DWaterTracks.cpp
0x007AC7E0	805	0.85	0.85	?loadTracks@WaterTracksRenderSystem@@QAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Water/W3DWaterTracks.cpp
0x007BA2B0	448	0.87	0.87	?initFromMesh@W3DShadowGeometry@@QAEHPAVRenderObjClass@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp
0x007BA590	760	0.61	0.30	?updateOptimalExtrusionPadding@W3DVolumetricShadow@@IAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp
0x007BAC10	254	0.99	0.99	?addSilhouetteEdge@W3DVolumetricShadow@@IAEXHPAUPolyNeighbor@@0@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp
0x007BBF80	598	0.83	0.35	?RenderMeshVolume@W3DVolumetricShadow@@IAEXHHPBVMatrix3D@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp
0x007BDBB0	586	0.95	0.95	?buildSilhouette@W3DVolumetricShadow@@IAEXHPAVVector3@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp
0x007BF3C0	824	0.84	0.44	?updateVolumes@W3DVolumetricShadow@@IAEXM@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Shadow/W3DVolumetricShadow.cpp
0x0087E370	734	0.70	0.43	?get2DBounds@GeometryInfo@@QBEXABUCoord3D@@MAAURegion2D@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/System/Geometry.cpp
0x0087FDC0	332	0.90	0.00	?_M_fill_insert@?$vector@UWeaponRecoilInfo@W3DModelDraw@@V?$allocator@UWeaponRecoilInfo@W3DModelDraw@@@_STL@@@_STL@@QAEXPAUWeaponRecoilInfo@W3DModelDraw@@IABU34@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngineDevice/Source/W3DDevice/GameClient/Drawable/Draw/W3DModelDraw.cpp
0x00880020	168	0.67	0.67	?addModuleInfo@ModuleInfo@@QAEXPAVThingTemplate@@ABVAsciiString@@1PBVModuleData@@H_N3@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/GameEngine/Source/Common/Thing/ThingTemplate.cpp
0x00905140	358	0.77	0.09	?Create_Render_Target@DX8Wrapper@@SAPAVTextureClass@@HHW4WW3DFormat@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8wrapper.cpp
0x009064F0	287	0.78	0.02	?Is_Excluded@W3DExclusionListClass@@QBE_NPAVHAnimClass@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/w3dexclusionlist.cpp
0x00907960	401	0.85	0.33	?Do_Onetime_Device_Dependent_Shutdowns@DX8Wrapper@@SAXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8wrapper.cpp
0x00908FE0	616	0.82	0.82	?End_Scene@DX8Wrapper@@SAX_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8wrapper.cpp
0x0090AB60	594	0.76	0.76	?Init@DX8Wrapper@@SA_NPAX_N@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8wrapper.cpp
0x0090F460	492	0.93	0.08	?Convert_Color_Clamp@DX8Wrapper@@SAIABVVector4@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dynamesh.cpp
0x0090F950	523	0.95	0.07	?Convert_Color_Clamp@DX8Wrapper@@SAIABVVector4@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dynamesh.cpp
0x0090FBA0	571	0.87	0.01	?Convert_Color_Clamp@DX8Wrapper@@SAIABVVector4@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dynamesh.cpp
0x00911020	2915	0.75	0.51	?Apply@ShaderClass@@AAEXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/shader.cpp
0x00912880	1124	0.60	0.05	?Copy@DX8VertexBufferClass@@QAEXPBVVector3@@0II@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8vertexbuffer.cpp
0x0091BE00	1059	0.88	0.63	?Vendor_Specific_Hacks@DX8Caps@@AAEXABU_D3DADAPTER_IDENTIFIER8@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8caps.cpp
0x00924930	760	0.83	0.58	??4MeshGeometryClass@@QAEAAV0@ABV0@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/meshgeometry.cpp
0x00939520	808	0.80	0.80	?Sort@@YAXPAUTempIndexStruct@@0@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/sortingrenderer.cpp
0x0093A810	2531	0.99	0.53	?Flush@SortingRendererClass@@SAXXZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/sortingrenderer.cpp
0x00940010	348	0.72	0.72	??1FontCharsClass@@UAE@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/render2dsentence.cpp
0x00940610	342	0.83	0.12	??0FontCharsClass@@QAE@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/render2dsentence.cpp
0x00947810	686	0.85	0.85	?Register_Mesh_Type@DX8MeshRendererClass@@QAEXPAVMeshModelClass@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8renderer.cpp
0x00947E50	963	0.79	0.03	?Change_Polygon_Renderer_Texture@DX8FVFCategoryContainer@@QAEXAAV?$MultiListClass@VDX8PolygonRendererClass@@@@PAVTextureClass@@1II@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8renderer.cpp
0x00948220	880	0.82	0.00	?Change_Polygon_Renderer_Material@DX8FVFCategoryContainer@@QAEXAAV?$MultiListClass@VDX8PolygonRendererClass@@@@PAVVertexMaterialClass@@1I@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8renderer.cpp
0x00948820	796	0.67	0.67	?Generate_Texture_Categories@DX8FVFCategoryContainer@@IAEXAAVVertex_Split_Table@@I@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8renderer.cpp
0x00949F30	1008	0.98	0.68	?Add_Mesh@DX8RigidFVFCategoryContainer@@UAEXPAVMeshModelClass@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/dx8renderer.cpp
0x00960A30	14081	0.84	0.12	?Render@SegLineRendererClass@@QAEXAAVRenderInfoClass@@ABVMatrix3D@@IPAVVector3@@ABVSphereClass@@PAVVector4@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/seglinerenderer.cpp
0x0097F5D0	848	0.86	0.86	?Create_From_Definition@ParticleEmitterClass@@SAPAV1@ABVParticleEmitterDefClass@@@Z	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/part_emt.cpp
0x0097FD70	1448	0.94	0.94	?Build_Definition@ParticleEmitterClass@@QBEPAVParticleEmitterDefClass@@XZ	reference/CnC_Generals_Zero_Hour/GeneralsMD/Code/Libraries/Source/WWVegas/WW3D2/part_emt.cpp
