family,bytes,bodies,rva,size,name,shared_features
2,115090,49,0x007dd180,6636,?d_007dd180@@YAXXZ,call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x133f451
2,115090,49,0x007c5690,7909,?d_007c5690@@YAXXZ,call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x133f451
2,115090,49,0x007ce290,8147,?d_007ce290@@YAXXZ,call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x133f451
2,115090,49,0x00934940,8277,?d_00934940@@YAXXZ,call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x133f451
2,115090,49,0x007df1f0,9305,?d_007df1f0@@YAXXZ,call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x133f451
2,115090,49,0x007c7fd0,12130,?d_007c7fd0@@YAXXZ,call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x133f451
3,103561,40,0x0071b1f0,384,?d_0071b1f0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x00906b40,526,?d_00906b40@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007d47a0,583,?d_007d47a0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007d62f0,583,?d_007d62f0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007d7610,606,?d_007d7610@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007d81c0,606,?d_007d81c0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007d9240,606,?d_007d9240@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007dc6a0,606,?d_007dc6a0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007c4660,625,?d_007c4660@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007c5240,635,?d_007c5240@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x006e1eb0,695,?d_006e1eb0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007d1aa0,760,?d_007d1aa0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007d31c0,760,?d_007d31c0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007dae30,760,?d_007dae30@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x008fe3c0,879,?d_008fe3c0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x0072dc30,1044,?d_0072dc30@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007cbd90,1181,?d_007cbd90@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007d1020,1206,?d_007d1020@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007cc430,1267,?d_007cc430@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x006feb10,1283,?d_006feb10@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007c3fd0,1337,?d_007c3fd0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007c4970,1805,?d_007c4970@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007d3d40,1817,?d_007d3d40@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x00717e90,2072,?d_00717e90@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007c34e0,2117,?d_007c34e0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x0071a730,2198,?d_0071a730@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x00726290,2243,?d_00726290@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007a7240,2263,?d_007a7240@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x006cce70,2268,?renderShoreLines@BaseHeightMapRenderObjClass@@IAEXPAVCameraClass@@@Z,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007e2180,2531,?d_007e2180@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007b14a0,3124,?d_007b14a0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007d5020,3851,?d_007d5020@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007ccf50,3931,?d_007ccf50@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007d9aa0,4005,?d_007d9aa0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007dd180,6636,?d_007dd180@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007c5690,7909,?d_007c5690@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007ce290,8147,?d_007ce290@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x00934940,8277,?d_00934940@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007df1f0,9305,?d_007df1f0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
3,103561,40,0x007c7fd0,12130,?d_007c7fd0@@YAXXZ,data 0x133f451; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0
4,99274,46,0x006c90b0,351,?d_006c90b0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x0071b1f0,384,?d_0071b1f0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007d47a0,583,?d_007d47a0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007d62f0,583,?d_007d62f0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007d7610,606,?d_007d7610@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007d81c0,606,?d_007d81c0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007d9240,606,?d_007d9240@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007dc6a0,606,?d_007dc6a0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007c4660,625,?d_007c4660@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007c5240,635,?d_007c5240@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x0078bd40,641,?d_0078bd40@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007d1f00,641,?d_007d1f00@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x006e1eb0,695,?d_006e1eb0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x00725710,745,?d_00725710@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007d1aa0,760,?d_007d1aa0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007d31c0,760,?d_007d31c0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007dae30,760,?d_007dae30@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x00938ff7,909,?drawBridges@W3DBridgeBuffer@@QAEXPAVCameraClass@@_NPAVTextureClass@@@Z,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x006f9380,920,?d_006f9380@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007a1770,1028,?d_007a1770@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x0072dc30,1044,?d_0072dc30@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x00722640,1098,?d_00722640@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x006da2d0,1191,?d_006da2d0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007d1020,1206,?d_007d1020@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007a1c80,1240,?d_007a1c80@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x00951aa0,1250,?d_00951aa0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007cc430,1267,?d_007cc430@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007c3fd0,1337,?d_007c3fd0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x00710620,1380,?d_00710620@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007a6aa0,1554,?d_007a6aa0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007c4970,1805,?d_007c4970@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007d3d40,1817,?d_007d3d40@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007dbd40,1911,?d_007dbd40@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x00717e90,2072,?d_00717e90@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x0071a730,2198,?d_0071a730@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x00726290,2243,?d_00726290@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007a7240,2263,?d_007a7240@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x006cce70,2268,?renderShoreLines@BaseHeightMapRenderObjClass@@IAEXPAVCameraClass@@@Z,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007a37b0,2884,?d_007a37b0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007b14a0,3124,?d_007b14a0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007ccf50,3931,?d_007ccf50@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x0071eec0,4112,?d_0071eec0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007ce290,8147,?d_007ce290@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x00934940,8277,?d_00934940@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x007c7fd0,12130,?d_007c7fd0@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
4,99274,46,0x00960a30,14081,?d_00960a30@@YAXXZ,call ?BoxSetTexture@@YAXIAAPAVTextureBaseClass@@@Z @0x905ac0; data 0x134ecc8 (?g_bfmeCh1035@@3DA); call ?Apply_Render_State_Changes@DX8Wrapper@@SAXXZ @0x904890; data 0x133f451
